Id,SalePrice
1589,120197.45
1590,140256.06
1591,71726.05
1592,133984.72
1593,116149.58
1594,147247.72
1595,98923.83
1596,221580.56
1597,177481.25
1598,207238.19
1599,202594.11
1600,201707.42
1601,35578.25
1602,106988.61
1603,103454.72
1604,263578.16
1605,254392.2
1606,176280.81
1607,173060.83
1608,215122.14
1609,190760.66
1610,155868.22
1611,143228.69
1612,197173.58
1613,162638.83
1614,131106.69
1615,82638.47
1616,62871.594
1617,85362.016
1618,111254.64
1619,152102.16
1620,149317.31
1621,141586.58
1622,142146.12
1623,263825.94
1624,220642.8
1625,134374.12
1626,175269.36
1627,191285.2
1628,280973.62
1629,185700.78
1630,334006.12
1631,205120.81
1632,236202.16
1633,195133.94
1634,188585.61
1635,187080.05
1636,156646.31
1637,173760.05
1638,226585.28
1639,175999.38
1640,270503.0
1641,185432.9
1642,250010.81
1643,231773.89
1644,236031.88
1645,206716.81
1646,156856.67
1647,165525.25
1648,125558.31
1649,136349.67
1650,102723.58
1651,106450.53
1652,112170.33
1653,115896.125
1654,160142.19
1655,155128.05
1656,154727.38
1657,160858.25
1658,162593.39
1659,122331.0
1660,151303.58
1661,422467.7
1662,342515.06
1663,367710.2
1664,434484.34
1665,322661.06
1666,305076.5
1667,349565.8
1668,343976.7
1669,308004.56
1670,350944.0
1671,257158.33
1672,394986.03
1673,282695.72
1674,249078.03
1675,215703.33
1676,204392.84
1677,219812.4
1678,434742.44
1679,352252.9
1680,319635.5
1681,294849.5
1682,293723.8
1683,199633.98
1684,206299.94
1685,202302.27
1686,182870.75
1687,204644.31
1688,208106.94
1689,213991.12
1690,217822.0
1691,204327.84
1692,279444.03
1693,207861.05
1694,183888.78
1695,183881.56
1696,266785.72
1697,184466.9
1698,305921.97
1699,317160.78
1700,235378.2
1701,266470.47
1702,252036.36
1703,246000.72
1704,275454.38
1705,259137.81
1706,399395.53
1707,223391.47
1708,204582.19
1709,266452.4
1710,226629.53
1711,273204.78
1712,247795.97
1713,274416.2
1714,223659.8
1715,209583.2
1716,194548.45
1717,183324.19
1718,136508.86
1719,224386.84
1720,267584.2
1721,186178.56
1722,132016.42
1723,163046.06
1724,204810.56
1725,234095.08
1726,196490.27
1727,170885.31
1728,198991.44
1729,165113.69
1730,165357.05
1731,123396.59
1732,121160.555
1733,104449.72
1734,110734.125
1735,145528.62
1736,101534.516
1737,301315.0
1738,237988.45
1739,278834.03
1740,218156.81
1741,204539.03
1742,190249.72
1743,193077.06
1744,318934.5
1745,217686.0
1746,233801.9
1747,233428.8
1748,224626.39
1749,150181.62
1750,137180.67
1751,260041.0
1752,103857.31
1753,143674.27
1754,201231.84
1755,195765.97
1756,117446.26
1757,108870.36
1758,143465.83
1759,180399.56
1760,154070.25
1761,154337.97
1762,173674.31
1763,188698.94
1764,100516.0
1765,177403.12
1766,169200.28
1767,211537.22
1768,131451.31
1769,172306.38
1770,158581.97
1771,114988.6
1772,134858.0
1773,118831.555
1774,155287.92
1775,127094.766
1776,123754.44
1777,111150.67
1778,142918.44
1779,111177.33
1780,182914.9
1781,117254.44
1782,57277.25
1783,142295.8
1784,119400.305
1785,138549.3
1786,132290.61
1787,185902.81
1788,68061.94
1789,109337.33
1790,40198.062
1791,210744.98
1792,153549.94
1793,162232.72
1794,174493.94
1795,131744.53
1796,168457.4
1797,134067.08
1798,107178.59
1799,96937.08
1800,138788.14
1801,110409.516
1802,137966.9
1803,167685.78
1804,154962.89
1805,134214.05
1806,137136.84
1807,155903.34
1808,142423.25
1809,124882.55
1810,141479.53
1811,142962.67
1812,107236.17
1813,117294.22
1814,99283.61
1815,22552.188
1816,121595.25
1817,136038.47
1818,202705.47
1819,142876.17
1820,51654.78
1821,129007.46
1822,164824.53
1823,54597.36
1824,144709.55
1825,144611.62
1826,106264.8
1827,89736.69
1828,125114.8
1829,133019.69
1830,151660.3
1831,182590.27
1832,85617.125
1833,154874.75
1834,139706.05
1835,134623.55
1836,120051.0
1837,97911.41
1838,137444.92
1839,127901.8
1840,133301.72
1841,126032.41
1842,81664.3
1843,120399.28
1844,148447.89
1845,141139.5
1846,150752.03
1847,199830.05
1848,30115.031
1849,130384.75
1850,102531.766
1851,166389.72
1852,118053.32
1853,137888.44
1854,189342.78
1855,207627.97
1856,227656.03
1857,179089.08
1858,141451.44
1859,130578.44
1860,155661.47
1861,129270.25
1862,260627.2
1863,256902.2
1864,256937.4
1865,343434.03
1866,351218.78
1867,237454.69
1868,304901.88
1869,216347.25
1870,229271.81
1871,257879.38
1872,202034.56
1873,231417.86
1874,129224.45
1875,197548.31
1876,182857.25
1877,209420.52
1878,207027.66
1879,122739.55
1880,120947.86
1881,243115.45
1882,256965.6
1883,200470.52
1884,208907.75
1885,243345.12
1886,277258.5
1887,224789.5
1888,263373.25
1889,183294.6
1890,112024.7
1891,148784.45
1892,81491.25
1893,154307.17
1894,104445.42
1895,154657.56
1896,132664.38
1897,111865.34
1898,120631.305
1899,170407.72
1900,143525.6
1901,159317.31
1902,126361.05
1903,220104.97
1904,133663.16
1905,180001.5
1906,171590.83
1907,232294.95
1908,122085.23
1909,156652.16
1910,139232.36
1911,200469.08
1912,314893.34
1913,160874.9
1914,67128.0
1915,301361.6
1916,53447.25
1917,254978.78
1918,144204.22
1919,194485.53
1920,155784.69
1921,372939.5
1922,337486.62
1923,243782.95
1924,230970.05
1925,231892.75
1926,365068.78
1927,135023.77
1928,159377.4
1929,135890.67
1930,155164.81
1931,148635.53
1932,138386.2
1933,182725.1
1934,178606.97
1935,164120.34
1936,191038.28
1937,184254.52
1938,185792.28
1939,258120.66
1940,199511.39
1941,180714.19
1942,187069.64
1943,212331.31
1944,321939.1
1945,353119.44
1946,161941.95
1947,310732.62
1948,181615.62
1949,251944.25
1950,196267.52
1951,267587.0
1952,227092.23
1953,193768.77
1954,216778.23
1955,136632.1
1956,327845.7
1957,145426.03
1958,292986.72
1959,139484.19
1960,93507.89
1961,118735.15
1962,107560.61
1963,119139.1
1964,110282.86
1965,161881.25
1966,151595.12
1967,274881.62
1968,381890.88
1969,365455.56
1970,365495.72
1971,413638.12
1972,355081.44
1973,285406.4
1974,317923.94
1975,427928.4
1976,272130.2
1977,368198.7
1978,319381.38
1979,321953.72
1980,207262.12
1981,351799.75
1982,216644.72
1983,207694.19
1984,190960.56
1985,225620.89
1986,223963.52
1987,183330.81
1988,199391.69
1989,212804.97
1990,226930.9
1991,222968.0
1992,250662.77
1993,192579.0
1994,243534.19
1995,192828.67
1996,301344.1
1997,314988.84
1998,295978.34
1999,284160.72
2000,308059.25
2001,292851.0
2002,256439.27
2003,256528.11
2004,272112.9
2005,243999.16
2006,211021.6
2007,257548.66
2008,207058.47
2009,203847.06
2010,211942.05
2011,141248.03
2012,188786.19
2013,179253.14
2014,193848.34
2015,214278.28
2016,196082.94
2017,204779.97
2018,110788.44
2019,133206.25
2020,107171.59
2021,101854.2
2022,180753.47
2023,152892.0
2024,267631.38
2025,320944.12
2026,190094.44
2027,168727.48
2028,183769.78
2029,169203.78
2030,276621.06
2031,257983.25
2032,282738.47
2033,273011.2
2034,185776.81
2035,215584.11
2036,228276.23
2037,230912.72
2038,336754.7
2039,223398.1
2040,352497.88
2041,309652.5
2042,207805.36
2043,180346.0
2044,180327.88
2045,223848.4
2046,138078.16
2047,147266.61
2048,135829.06
2049,142294.17
2050,191289.56
2051,102813.22
2052,112250.55
2053,141504.81
2054,83137.22
2055,175900.38
2056,163955.88
2057,96627.56
2058,230854.38
2059,114360.66
2060,162061.67
2061,178209.22
2062,111724.05
2063,107189.984
2064,126243.86
2065,114658.734
2066,189988.03
2067,142438.05
2068,143439.77
2069,74156.33
2070,104670.31
2071,77836.625
2072,159710.81
2073,137195.3
2074,193535.31
2075,138773.61
2076,138502.6
2077,139655.88
2078,109986.09
2079,138221.0
2080,112071.75
2081,125592.78
2082,125799.18
2083,146893.84
2084,92954.28
2085,108449.45
2086,146817.81
2087,132970.11
2088,91982.375
2089,78146.59
2090,141000.62
2091,77447.125
2092,135154.84
2093,169543.14
2094,123497.72
2095,142186.38
2096,85244.25
2097,111371.03
2098,148745.2
2099,19311.875
2100,97385.05
2101,123355.08
2102,147997.78
2103,94771.72
2104,151479.75
2105,157739.25
2106,73274.516
2107,204971.8
2108,119251.95
2109,93610.28
2110,131463.2
2111,183509.97
2112,127882.305
2113,127187.58
2114,126800.81
2115,162126.55
2116,111310.59
2117,131272.4
2118,111188.28
2119,113620.05
2120,106205.31
2121,76047.06
2122,92297.42
2123,89519.94
2124,183328.84
2125,136827.56
2126,154739.03
2127,162342.75
2128,155428.06
2129,111901.19
2130,137888.38
2131,152324.22
2132,116294.36
2133,120874.57
2134,117177.875
2135,122513.08
2136,62529.03
2137,114941.086
2138,159944.28
2139,146129.94
2140,139136.38
2141,169597.06
2142,121102.97
2143,152930.45
2144,120681.805
2145,136511.11
2146,170580.47
2147,199199.36
2148,158198.95
2149,174526.38
2150,221623.92
2151,117670.81
2152,193181.7
2153,162582.38
2154,110969.09
2155,143519.31
2156,252909.11
2157,231073.23
2158,249592.28
2159,251010.03
2160,197190.36
2161,253553.72
2162,360917.88
2163,362435.66
2164,251106.55
2165,227103.75
2166,148854.42
2167,207772.23
2168,190763.64
2169,203648.14
2170,219334.38
2171,157617.84
2172,137917.89
2173,168809.62
2174,235489.12
2175,274929.28
2176,292317.38
2177,245961.03
2178,236066.78
2179,150620.88
2180,210485.98
2181,198450.69
2182,228231.53
2183,204811.47
2184,112981.41
2185,149161.84
2186,145821.17
2187,163044.38
2188,163953.62
2189,385480.0
2190,62131.812
2191,47555.953
2192,74451.5
2193,120447.83
2194,113316.67
2195,98291.91
2196,148249.88
2197,106343.31
2198,163976.2
2199,179322.64
2200,130765.16
2201,138918.9
2202,218622.4
2203,131017.19
2204,173863.47
2205,103927.125
2206,119906.31
2207,204806.72
2208,244309.8
2209,205639.19
2210,135818.88
2211,112909.016
2212,134763.06
2213,107564.8
2214,173570.47
2215,96566.84
2216,137284.78
2217,73588.625
2218,98972.67
2219,76215.47
2220,115386.4
2221,301946.94
2222,270756.8
2223,308541.7
2224,223944.27
2225,125511.34
2226,173651.31
2227,232850.69
2228,283455.2
2229,247650.31
2230,151289.84
2231,220854.28
2232,181942.95
2233,206972.81
2234,262494.03
2235,234575.81
2236,258761.92
2237,328617.28
2238,204780.2
2239,115629.62
2240,167792.84
2241,150607.38
2242,135828.78
2243,145193.44
2244,110648.766
2245,102801.484
2246,150468.25
2247,124656.39
2248,109979.95
2249,119498.63
2250,127997.16
2251,148603.38
2252,182884.66
2253,171915.88
2254,178864.92
2255,192312.14
2256,193109.38
2257,197569.95
2258,166616.03
2259,176227.9
2260,154337.16
2261,188133.97
2262,214946.05
2263,337515.16
2264,414962.5
2265,212617.5
2266,288073.34
2267,345569.78
2268,373127.1
2269,155585.03
2270,212132.17
2271,221966.48
2272,262152.28
2273,166396.73
2274,173596.03
2275,152113.3
2276,205267.56
2277,188734.8
2278,154938.88
2279,121488.8
2280,104826.94
2281,187150.4
2282,198869.11
2283,129217.6
2284,145433.03
2285,146448.34
2286,99198.3
2287,350584.8
2288,275261.56
2289,294658.8
2290,386931.75
2291,319987.0
2292,382194.28
2293,407828.56
2294,355573.8
2295,425587.84
2296,258140.1
2297,332872.8
2298,347592.3
2299,347730.16
2300,298803.06
2301,305347.75
2302,241063.28
2303,230690.95
2304,242925.62
2305,201260.19
2306,203242.47
2307,215166.88
2308,220841.64
2309,309722.75
2310,205907.62
2311,214995.34
2312,195722.72
2313,188793.56
2314,183646.4
2315,193710.84
2316,209507.66
2317,198657.1
2318,188134.78
2319,188839.11
2320,182866.05
2321,245970.06
2322,189978.28
2323,208243.47
2324,213834.88
2325,223078.72
2326,208910.19
2327,208585.81
2328,233032.5
2329,190512.69
2330,182708.62
2331,322791.88
2332,356899.5
2333,293936.72
2334,252507.02
2335,274164.16
2336,300526.78
2337,198044.22
2338,244907.11
2339,226903.69
2340,392144.56
2341,211459.53
2342,231812.72
2343,223369.12
2344,227756.03
2345,237584.69
2346,209351.34
2347,197133.56
2348,241548.03
2349,182670.6
2350,310232.44
2351,268673.56
2352,256815.77
2353,264643.94
2354,129194.56
2355,157096.39
2356,162832.38
2357,203253.31
2358,206305.33
2359,133247.14
2360,108154.75
2361,130553.734
2362,261520.4
2363,141605.3
2364,181940.66
2365,235955.7
2366,192420.5
2367,212914.17
2368,225365.36
2369,216086.4
2370,173285.78
2371,174750.44
2372,194629.72
2373,282668.16
2374,296547.78
2375,240767.75
2376,300889.84
2377,316057.4
2378,141550.12
2379,226398.5
2380,172868.19
2381,161820.4
2382,216613.92
2383,200330.86
2384,241441.75
2385,163166.44
2386,124196.45
2387,123395.5
2388,117920.69
2389,142900.53
2390,144347.9
2391,128174.06
2392,101640.41
2393,167178.05
2394,126519.42
2395,196619.98
2396,153295.8
2397,208237.75
2398,113016.234
2399,74855.5
2400,51192.734
2401,111430.84
2402,119239.81
2403,135084.38
2404,160272.02
2405,162258.25
2406,130882.77
2407,124290.336
2408,139165.6
2409,96554.516
2410,203110.78
2411,98963.53
2412,159680.4
2413,108299.875
2414,168554.5
2415,127796.63
2416,127953.25
2417,134625.5
2418,125722.59
2419,120356.516
2420,110181.78
2421,148093.77
2422,105006.97
2423,126753.86
2424,138429.11
2425,226781.84
2426,129415.0
2427,142778.75
2428,187689.69
2429,99932.06
2430,124255.086
2431,113298.14
2432,130778.97
2433,123976.4
2434,121224.85
2435,141841.8
2436,105295.016
2437,97202.55
2438,118138.21
2439,113746.17
2440,126188.99
2441,128766.45
2442,89545.5
2443,146202.03
2444,132261.48
2445,103894.44
2446,137852.67
2447,213658.67
2448,152581.83
2449,112377.734
2450,158965.56
2451,124279.07
2452,205731.31
2453,87762.75
2454,132327.4
2455,116380.14
2456,143800.03
2457,115137.42
2458,132621.33
2459,106413.625
2460,132923.31
2461,127492.09
2462,123145.766
2463,129907.734
2464,171323.44
2465,150292.16
2466,134176.4
2467,158329.97
2468,86406.31
2469,74607.66
2470,214694.77
2471,215793.47
2472,168275.28
2473,131561.83
2474,84437.41
2475,218190.31
2476,106522.95
2477,131999.16
2478,160361.56
2479,96116.53
2480,154903.06
2481,133081.81
2482,143375.64
2483,96310.31
2484,120782.45
2485,129211.92
2486,139824.06
2487,221948.28
2488,171906.3
2489,163092.75
2490,147773.94
2491,119778.94
2492,191270.9
2493,181929.44
2494,174633.06
2495,105802.125
2496,265837.62
2497,158828.72
2498,94217.69
2499,93434.72
2500,125083.06
2501,151338.53
2502,145481.25
2503,111939.94
2504,194486.84
2505,227882.4
2506,258871.0
2507,276765.2
2508,263502.75
2509,225332.14
2510,217297.47
2511,189971.62
2512,214683.47
2513,233665.62
2514,299388.2
2515,144793.12
2516,178854.05
2517,135507.62
2518,143101.67
2519,230731.44
2520,216566.5
2521,207569.11
2522,220537.44
2523,137011.62
2524,142378.64
2525,142213.11
2526,140749.52
2527,123518.75
2528,119866.05
2529,137856.25
2530,128496.41
2531,233473.56
2532,227426.69
2533,202718.11
2534,256847.38
2535,274949.38
2536,251844.34
2537,230790.9
2538,198978.67
2539,201286.83
2540,186189.38
2541,199038.42
2542,176937.53
2543,121764.64
2544,107947.17
2545,136663.69
2546,138712.19
2547,156822.94
2548,167915.33
2549,150521.9
2550,662044.4
2551,165169.9
2552,141464.78
2553,57369.594
2554,85640.625
2555,115092.74
2556,79601.97
2557,93478.55
2558,153627.69
2559,116196.07
2560,137055.8
2561,140570.69
2562,136030.05
2563,134822.66
2564,182970.94
2565,142499.97
2566,144092.27
2567,123381.56
2568,208796.97
2569,207785.19
2570,138316.66
2571,173592.25
2572,169567.69
2573,238371.44
2574,312830.88
2575,144719.55
2576,120152.22
2577,162143.97
2578,87323.39
2579,31335.469
2580,109186.16
2581,123169.125
2582,147463.97
2583,260564.92
2584,199901.86
2585,191185.03
2586,220090.06
2587,199026.78
2588,160222.92
2589,168322.89
2590,235252.97
2591,297976.44
2592,217161.86
2593,259030.44
2594,189167.16
2595,218777.92
2596,307954.03
2597,205440.86
2598,265184.75
2599,343807.2
2600,218390.48
2601,165823.31
2602,72457.75
2603,92149.36
2604,76241.08
2605,73391.05
2606,149242.56
2607,195667.95
2608,222283.12
2609,166960.86
2610,116205.73
2611,143732.25
2612,155942.4
2613,123898.75
2614,109448.58
2615,149028.67
2616,149011.0
2617,204799.73
2618,279087.72
2619,213296.81
2620,169854.1
2621,180022.45
2622,182516.64
2623,241974.75
2624,275243.5
2625,277649.44
2626,166388.89
2627,167955.52
2628,392328.03
2629,427188.16
2630,320493.12
2631,428031.1
2632,371817.28
2633,282747.25
2634,378394.12
2635,169339.72
2636,173677.75
2637,210049.75
2638,254592.88
2639,200669.31
2640,143525.97
2641,90698.11
2642,192554.56
2643,128252.55
2644,144857.38
2645,127177.625
2646,110832.42
2647,122486.45
2648,145793.36
2649,148910.0
2650,136515.16
2651,152724.62
2652,367877.7
2653,250856.98
2654,255668.16
2655,367321.94
2656,325990.6
2657,351587.84
2658,302790.72
2659,297803.9
2660,332597.0
2661,330215.6
2662,366664.0
2663,268502.53
2664,293559.1
2665,314054.44
2666,294182.44
2667,193767.27
2668,201772.89
2669,196222.9
2670,279748.0
2671,204291.97
2672,200847.69
2673,210814.1
2674,210318.62
2675,174616.03
2676,219151.28
2677,208285.03
2678,248811.86
2679,257588.12
2680,268383.66
2681,393324.5
2682,297524.16
2683,434307.97
2684,299989.3
2685,315386.16
2686,249063.94
2687,286337.5
2688,209977.62
2689,203692.31
2690,376225.06
2691,196518.5
2692,133940.31
2693,204290.31
2694,144891.62
2695,204070.2
2696,196035.14
2697,181675.31
2698,202762.69
2699,184897.8
2700,169120.33
2701,168342.6
2702,99126.41
2703,154258.42
2704,149920.12
2705,106017.625
2706,95923.72
2707,118084.664
2708,120066.76
2709,101403.94
2710,124209.68
2711,299882.38
2712,359894.94
2713,186729.5
2714,167722.27
2715,189097.94
2716,171061.16
2717,203295.27
2718,226071.75
2719,158625.52
2720,173670.34
2721,126269.82
2722,169375.86
2723,157867.97
2724,128812.11
2725,116915.914
2726,137963.48
2727,200762.45
2728,182708.14
2729,144548.78
2730,128730.39
2731,123153.22
2732,119170.7
2733,162135.19
2734,152528.19
2735,131082.0
2736,144198.64
2737,104147.234
2738,128951.64
2739,163762.75
2740,140695.6
2741,154318.97
2742,185820.23
2743,157767.56
2744,151786.25
2745,147861.81
2746,111472.61
2747,196170.47
2748,153408.22
2749,117664.96
2750,126527.016
2751,109217.56
2752,268607.56
2753,143735.33
2754,211165.6
2755,139272.42
2756,83088.91
2757,53794.812
2758,109740.47
2759,164083.31
2760,132391.83
2761,148117.03
2762,125181.59
2763,186633.81
2764,163580.9
2765,269349.75
2766,128403.89
2767,60747.25
2768,100007.234
2769,107842.78
2770,152744.06
2771,101060.3
2772,108211.47
2773,186175.88
2774,139304.84
2775,139395.19
2776,158702.44
2777,146154.02
2778,132398.2
2779,140155.84
2780,101501.55
2781,86804.97
2782,80154.42
2783,77423.19
2784,125697.36
2785,135160.16
2786,52217.188
2787,142764.69
2788,64642.656
2789,176300.12
2790,80101.06
2791,106468.84
2792,80330.0
2793,167796.47
2794,82796.56
2795,121371.27
2796,79364.84
2797,215465.36
2798,128296.58
2799,151616.97
2800,69946.91
2801,108801.22
2802,128535.41
2803,154354.11
2804,166516.66
2805,112607.39
2806,71212.8
2807,155233.31
2808,153044.31
2809,133690.97
2810,120901.84
2811,174994.28
2812,158974.36
2813,158451.19
2814,141978.03
2815,113369.39
2816,251517.52
2817,176838.88
2818,137361.28
2819,187374.11
2820,138333.44
2821,113059.47
2822,216981.69
2823,276335.44
2824,177181.75
2825,154963.56
2826,135185.66
2827,139911.38
2828,266896.5
2829,235671.12
2830,231669.42
2831,204590.39
2832,236233.53
2833,286575.56
2834,225304.45
2835,217499.72
2836,222924.94
2837,172955.05
2838,143591.38
2839,182465.53
2840,189946.55
2841,215210.28
2842,234375.1
2843,149726.52
2844,180369.86
2845,117595.45
2846,210678.06
2847,189275.77
2848,222193.58
2849,213955.81
2850,282187.7
2851,243862.3
2852,243106.9
2853,241438.86
2854,159390.47
2855,211297.84
2856,212561.22
2857,205129.7
2858,207992.17
2859,120688.79
2860,168388.5
2861,130064.67
2862,209723.98
2863,140008.75
2864,267280.03
2865,148882.02
2866,194003.94
2867,109192.78
2868,129624.02
2869,113282.67
2870,139556.44
2871,75118.56
2872,7496.1875
2873,107538.625
2874,163877.17
2875,140840.48
2876,173445.88
2877,137354.88
2878,171098.11
2879,142756.62
2880,114783.21
2881,144719.19
2882,163493.14
2883,195922.05
2884,212858.19
2885,187199.0
2886,221467.28
2887,99843.22
2888,138100.69
2889,57451.875
2890,77277.28
2891,144825.75
2892,50526.53
2893,123866.33
2894,77627.83
2895,308516.25
2896,265914.06
2897,228581.28
2898,154343.88
2899,233957.31
2900,161494.86
2901,249937.34
2902,207752.44
2903,318770.34
2904,337906.7
2905,90852.766
2906,198390.56
2907,125737.36
2908,116812.25
2909,148333.0
2910,73413.75
2911,72438.72
2912,154093.9
2913,79890.36
2914,64014.938
2915,78692.8
2916,82470.8
2917,169370.56
2918,118970.77
2919,231615.62
